property_id,name,type,location,address,phone,email,room_types,pricing,amenities,included_in_rent,rules,availability,source,source_type,is_verified,latitude,longitude,map_landmark,google_maps_url
PG060,Nirvana Paying Guest Accommodations,Paying Guest / Hostel,Ramanayyapeta,"Door no 70-5, Kothuru Street, Near Pydah Vaari Thota, Ramanayyapeta, Kakinada 533005",+91 83670 48829,contact@nirvanapayinhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9806,82.2397,Ramanayyapeta,https://www.google.com/maps/search/?api=1&query=Nirvana+Paying+Guest+Accommodations+Kakinada
PG061,Sri Vidhya Students & Working Women's Hostel,Paying Guest / Hostel,Postal Colony,"3-16B-97, Postal Colony, G O Colony, Kakinada 533003",+91 99632 07133,contact@srividhyastuhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9687,82.2342,"Postal Colony, G O Colony",https://www.google.com/maps/search/?api=1&query=Sri+Vidhya+Students+&+Working+Women's+Hostel+Kakinada
PG062,Padma Boys Hostel,Paying Guest / Hostel,Srinagar Colony,"2-25-11, Near Aditya Main Campus, Srinagar, Kakinada 533003",+91 78160 38091,contact@padmaboyshoshostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9711,82.2379,Srinagar Colony,https://www.google.com/maps/search/?api=1&query=Padma+Boys+Hostel+Kakinada
PG063,MK Ladies Hostel Kakinada,Paying Guest / Hostel,Gudari Gunta,"D.no. 3-17-47/4, Street 1, Near Dmart, Laxmi Nagar, Gudari Gunta, Kakinada 533003",+91 94934 11088,contact@mkladieshosthostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9757,82.2378,Gudari Gunta,https://www.google.com/maps/search/?api=1&query=MK+Ladies+Hostel+Kakinada+Kakinada
PG064,Sai Anjana Students & Working Women Hostel,Paying Guest / Hostel,Shanti Nagar,"Sambhamurthy Nagar 5th Street, Shanti Nagar, Kakinada 533001",+91 94934 11105,contact@saianjanastuhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.965,82.2333,Shanti Nagar,https://www.google.com/maps/search/?api=1&query=Sai+Anjana+Students+&+Working+Women+Hostel+Kakinada
PG065,Sri Varahi Students & Working Women's Hostel,Paying Guest / Hostel,Postal Colony,"3-16B-69, Postal Colony, G O Colony, Kakinada 533003",+91 94934 11122,contact@srivarahistuhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9675,82.2334,"Postal Colony, G O Colony",https://www.google.com/maps/search/?api=1&query=Sri+Varahi+Students+&+Working+Women's+Hostel+Kakinada
PG066,Sri Sai Lakshmi PG's Boys Hostel,Paying Guest / Hostel,Srinagar Colony,"Beside Safe Hospital, Near Trends, Bhanugudi Junction, Srinagar, Kakinada 533003",+91 94934 11139,contact@srisailakshmhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9727,82.2399,Srinagar Colony,https://www.google.com/maps/search/?api=1&query=Sri+Sai+Lakshmi+PG's+Boys+Hostel+Kakinada
PG067,SVS Luxury Mens Hostel,Paying Guest / Hostel,Ramanayyapeta,"Nagamalli Thota, Ramanayyapeta, Kakinada 533003",+91 94934 11156,contact@svsluxurymenhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9806,82.2397,Ramanayyapeta,https://www.google.com/maps/search/?api=1&query=SVS+Luxury+Mens+Hostel+Kakinada
PG068,Dream Station PG,Paying Guest / Hostel,Ramanayyapeta,"4th Floor, Sai Prameela Apartments, Nagamalli Thota Junction, Ramanayyapeta, Kakinada 533003",+91 94934 11173,contact@dreamstationhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.981,82.2409,Ramanayyapeta,https://www.google.com/maps/search/?api=1&query=Dream+Station+PG+Kakinada
PG069,PSRV Vysyas and Brahmins Hostel,Paying Guest / Hostel,Ramanayyapeta,"Near JNTU Kakinada, Ramanayyapeta, Kakinada 533003",+91 94934 11190,contact@psrvvysyasanhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9786,82.2393,Ramanayyapeta,https://www.google.com/maps/search/?api=1&query=PSRV+Vysyas+and+Brahmins+Hostel+Kakinada
PG070,Luxury PG by PSV,Paying Guest / Hostel,Dwaraka Nagar,"2-8-9, Venkata Nagar, Madhav Nagar, Dwaraka Nagar, Kakinada 533003",+91 94934 11207,contact@luxurypgbypshostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9683,82.2412,Dwaraka Nagar,https://www.google.com/maps/search/?api=1&query=Luxury+PG+by+PSV+Kakinada
PG071,Ganapathi Women's Hostel,Paying Guest / Hostel,Santhi Nagar,"Door No: 16-37-1/G, Santhi Nagar, Opp. Aditya Women's College, Kakinada 533001",+91 94934 11224,contact@ganapathiwomhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.965,82.2333,Santhi Nagar,https://www.google.com/maps/search/?api=1&query=Ganapathi+Women's+Hostel+Kakinada
PG072,Advitha Womens Hostel,Paying Guest / Hostel,Kakinada,"2nd Floor, D.No: 7-9-40, Gopal Krishna Street, Rama Rao Peta, Kakinada 533003",+91 94934 11241,contact@advithawomenhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.975,82.2396,Kakinada Center,https://www.google.com/maps/search/?api=1&query=Advitha+Womens+Hostel+Kakinada
PG073,Siddhi Vinayaka Luxury Boys Hostel,Paying Guest / Hostel,Santhi Nagar,"Sri Towers, 2-54-5, 6th Street, Santhi Nagar, G O Colony, Kakinada 533003",+91 86887 86212,contact@siddhivinayahostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9658,82.2329,Santhi Nagar,https://www.google.com/maps/search/?api=1&query=Siddhi+Vinayaka+Luxury+Boys+Hostel+Kakinada
PG074,DR.BR Ambedkar PG Boys Hostels,Paying Guest / Hostel,Rama Rao Peta,"D.no. 7-6-28, Karri Vari Street, Ramaraopeta, Kakinada 533004",+91 94934 11275,contact@drbrambedkarhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9633,82.2342,Rama Rao Peta,https://www.google.com/maps/search/?api=1&query=DR.BR+Ambedkar+PG+Boys+Hostels+Kakinada
PG075,Hanuman Mens PG and Mess,Paying Guest / Hostel,Bhanugudi Junction,"Police Quarters, Bhanugudi Junction, Kakinada 533003",+91 94934 11292,contact@hanumanmensphostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9594,82.2388,Bhanugudi Junction,https://www.google.com/maps/search/?api=1&query=Hanuman+Mens+PG+and+Mess+Kakinada
PG076,Siva Sai Women's Hostel,Paying Guest / Hostel,Nagamalli Thota,"Siddartha Nagar, Nagamallithota Junction, Kakinada 533003",+91 94934 11309,contact@sivasaiwomenhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.977,82.2403,Nagamalli Thota,https://www.google.com/maps/search/?api=1&query=Siva+Sai+Women's+Hostel+Kakinada
PG077,Comfort Girls Hostel,Paying Guest / Hostel,RTC Complex Area,"Rtc Complex Road area, Kakinada 533003",+91 94934 11326,contact@comfortgirlshostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9527,82.2341,RTC Complex Area,https://www.google.com/maps/search/?api=1&query=Comfort+Girls+Hostel+Kakinada
PG078,Maha Lakshmi Boys Hostel,Paying Guest / Hostel,Ayodhya Nagar,"Road No 8, Dairy Farm Road, Ayodhya Nagar, Kakinada 533002",+91 94934 11343,contact@mahalakshmibhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9828,82.2368,Ayodhya Nagar,https://www.google.com/maps/search/?api=1&query=Maha+Lakshmi+Boys+Hostel+Kakinada
PG079,Sree Lalitha Mens And Womens Separate Hostel,Paying Guest / Hostel,Sambhamurthy Nagar,"Sambhamurthy Nagar 5th Street, Kakinada, Andhra Pradesh 533001",+91 94934 11360,contact@sreelalithamhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9642,82.2311,Sambhamurthy Nagar,https://www.google.com/maps/search/?api=1&query=Sree+Lalitha+Mens+And+Womens+Separate+Hostel+Kakinada
